"reg_dep","idp_refugie_last_month","idp_refugie_3_months","food_access_no","mean_existence_access_no","market_access","security_feeling_no","health_access_no","education_access_no","diff_info_access","diff_info_access_no","nutri_programme","enough_water_access_no","pdi_vivant_cond_adeq_no","abris_dommages","procuration_savon","tel_mobile","settlement_assessed_num","ki_num","n","dep_percentage"
"mopti_bankass",0.103448275862069,0.344827586206897,0.482758620689655,0.862068965517241,0.758620689655172,1,0.310344827586207,1,0.0344827586206897,0.96551724137931,0.551724137931034,0.551724137931034,0.964285714285714,0,0.448275862068966,0.96551724137931,29,30,441,0.0657596371882086
"mopti_djenne",0.0277777777777778,0.0833333333333333,0.388888888888889,0.361111111111111,0.694444444444444,1,0.194444444444444,0.694444444444444,0.0277777777777778,0.972222222222222,0.611111111111111,0.25,1,0,0.138888888888889,0.916666666666667,36,36,300,0.12
"mopti_douentza",0.0606060606060606,0.151515151515152,0.636363636363636,0.818181818181818,0.696969696969697,1,0.363636363636364,0.878787878787879,0.151515151515152,0.848484848484849,0.303030303030303,0.575757575757576,0.933333333333333,0,0.393939393939394,0.848484848484849,33,36,346,0.0953757225433526
"mopti_koro",0.125,0.40625,0.375,0.71875,0.75,1,0.28125,1,0.125,0.875,0.53125,0.5625,0.964285714285714,0.03125,0.625,0.84375,32,32,501,0.063872255489022
"mopti_mopti",0.0555555555555556,0.0833333333333333,0.388888888888889,0.5,0.666666666666667,1,0.305555555555556,0.861111111111111,0.138888888888889,0.861111111111111,0.333333333333333,0.0555555555555556,1,0,0.361111111111111,0.833333333333333,36,36,384,0.09375
"mopti_tenenkou",0.032258064516129,0.161290322580645,0.387096774193548,0.32258064516129,0.838709677419355,1,0.290322580645161,0.967741935483871,0.032258064516129,0.967741935483871,0.741935483870968,0.354838709677419,0.764705882352941,0,0.161290322580645,0.935483870967742,31,32,355,0.0873239436619718
"mopti_youwarou",0.0476190476190476,0.238095238095238,0.333333333333333,0.619047619047619,0.428571428571429,1,0.333333333333333,0.761904761904762,0,1,0.476190476190476,0.142857142857143,1,0,0.142857142857143,0.904761904761905,21,21,233,0.0901287553648069
"nord_loroum",0.032258064516129,0.129032258064516,0.838709677419355,0.935483870967742,0.741935483870968,0.774193548387097,0.0967741935483871,0.580645161290323,0.548387096774194,0.451612903225806,0.870967741935484,0.225806451612903,0.9,0,0.935483870967742,0.774193548387097,31,32,153,0.202614379084967
"nord_passore",0.0666666666666667,0.111111111111111,0.333333333333333,0.0222222222222222,1,0.0888888888888889,0,0,0.244444444444444,0.755555555555556,1,0.444444444444444,0.653846153846154,0.0222222222222222,0.466666666666667,0.977777777777778,45,46,303,0.148514851485149
"nord_yatenga",0.2,0.2875,0.4625,0.425,0.825,0.5375,0.0875,0.3125,0.375,0.625,0.9125,0.275,0.666666666666667,0.0375,0.5,0.9375,80,82,387,0.20671834625323
"nord_zondoma",0.0555555555555556,0.0555555555555556,0.333333333333333,0,1,0.166666666666667,0,0,0.111111111111111,0.888888888888889,1,0.166666666666667,0.777777777777778,0,0.277777777777778,0.944444444444444,18,19,118,0.152542372881356
"sahel_oudalan",0.272727272727273,0.454545454545455,0.681818181818182,0.863636363636364,0.954545454545455,0.409090909090909,0.318181818181818,0.818181818181818,0.590909090909091,0.409090909090909,0.727272727272727,0.727272727272727,0.545454545454545,0.0454545454545455,0.636363636363636,0.5,22,33,284,0.0774647887323944
"sahel_seno",0.1875,0.375,0.5,0.5,1,0.5,0,0.65625,0.1875,0.8125,1,0.59375,0.689655172413793,0,0.25,0.84375,32,42,315,0.101587301587302
"sahel_soum",0.0263157894736842,0.105263157894737,0.657894736842105,0.578947368421053,0.868421052631579,0.447368421052632,0.263157894736842,0.921052631578947,0.315789473684211,0.684210526315789,0.763157894736842,0.421052631578947,0.384615384615385,0,0.421052631578947,0.815789473684211,38,48,475,0.08
"sahel_yagha",0.217391304347826,0.391304347826087,0.652173913043478,0.826086956521739,0.956521739130435,0.608695652173913,0.0434782608695652,0.956521739130435,0.391304347826087,0.608695652173913,1,0.826086956521739,0.65,0,0.565217391304348,0.652173913043478,23,29,261,0.0881226053639847
"tahoua_tassara",0.173913043478261,0.173913043478261,0.608695652173913,0.478260869565217,0.391304347826087,0.652173913043478,0.434782608695652,0.260869565217391,0.478260869565217,0.521739130434783,0.565217391304348,0.434782608695652,0.166666666666667,0,0.565217391304348,0.434782608695652,23,35,43,0.534883720930233
"tahoua_tillia",0.0357142857142857,0.0714285714285714,0.857142857142857,0.857142857142857,0.892857142857143,0.392857142857143,0.142857142857143,0.25,0.321428571428571,0.678571428571429,0.714285714285714,0.75,0.333333333333333,0.0357142857142857,0.571428571428571,0.392857142857143,28,43,36,0.777777777777778
"tillaberi_abala",0,0,0.491228070175439,0.56140350877193,0.842105263157895,0.491228070175439,0.0350877192982456,0.263157894736842,0.175438596491228,0.824561403508772,0.736842105263158,0.684210526315789,0.333333333333333,0.0350877192982456,0.771929824561403,0.771929824561403,57,91,282,0.202127659574468
"tillaberi_ayerou",0,0,0.75,0.666666666666667,1,0.833333333333333,0.0833333333333333,0.25,0.166666666666667,0.833333333333333,0.666666666666667,0.333333333333333,1,0,0.416666666666667,0.25,12,17,176,0.0681818181818182
"tillaberi_banibangou",0,0,0.875,0.9375,0.8125,0.75,0.25,0.6875,0.5,0.5,0.75,0.5625,1,0,0.75,0.375,16,31,206,0.0776699029126214
"tillaberi_bankilare",0,0,0.375,0.625,1,0.125,0,0.125,0.375,0.625,0.625,0.75,0,0,0.375,0.875,8,13,155,0.0516129032258065
"tillaberi_filingue",0,0,0.507692307692308,0.523076923076923,1,0.123076923076923,0,0,0.0769230769230769,0.923076923076923,0.738461538461539,0.523076923076923,NA,0,0.523076923076923,0.892307692307692,65,98,625,0.104
"tillaberi_gotheye",0,0,0.5,0.555555555555556,1,0.138888888888889,0,0.0555555555555556,0.25,0.75,0.916666666666667,0.527777777777778,NA,0.0277777777777778,0.555555555555556,0.777777777777778,36,66,451,0.0798226164079823
"tillaberi_ouallam",0.0789473684210526,0.0921052631578947,0.631578947368421,0.565789473684211,1,0.342105263157895,0,0.105263157894737,0.131578947368421,0.868421052631579,0.907894736842105,0.513157894736842,0.727272727272727,0.0394736842105263,0.460526315789474,0.526315789473684,76,116,985,0.0771573604060914
"tillaberi_say",0,0,0.212121212121212,0.424242424242424,1,0,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.96969696969697,0.909090909090909,0.363636363636364,NA,0.0606060606060606,0.212121212121212,0.878787878787879,33,54,378,0.0873015873015873
"tillaberi_tera",0,0.015625,0.515625,0.453125,1,0.25,0,0.125,0.234375,0.765625,0.84375,0.515625,1,0.046875,0.484375,0.765625,64,124,673,0.0950965824665676
"tillaberi_tillaberi",0,0.0128205128205128,0.448717948717949,0.179487179487179,1,0.166666666666667,0,0.0641025641025641,0.333333333333333,0.666666666666667,0.91025641025641,0.371794871794872,0.625,0.0128205128205128,0.512820512820513,0.666666666666667,78,131,547,0.142595978062157
"tillaberi_torodi",0,0.05,0.45,0.35,1,0.25,0,0.05,0.05,0.95,0.8,0.35,0.833333333333333,0,0.25,0.95,20,28,346,0.0578034682080925
"tombouctou_dire",0,0,0.15,0.25,0.75,0.35,0.3,0.7,0.1,0.9,0.5,0.25,0,0,0.35,0.25,20,20,121,0.165289256198347
"tombouctou_goundam",0.0740740740740741,0.111111111111111,0.444444444444444,0.407407407407407,0.481481481481481,0.555555555555556,0.481481481481481,0.740740740740741,0.444444444444444,0.555555555555556,0.407407407407407,0.222222222222222,0.714285714285714,0,0.481481481481481,0.222222222222222,27,27,178,0.151685393258427
"tombouctou_gourma_rharous",0.0909090909090909,0.272727272727273,0.5,0.545454545454545,0.545454545454545,0.727272727272727,0.5,0.772727272727273,0.409090909090909,0.590909090909091,0.409090909090909,0.454545454545455,0.625,0,0.545454545454545,0.318181818181818,22,22,171,0.128654970760234
"tombouctou_niafunke",0.0526315789473684,0.263157894736842,0.157894736842105,0.368421052631579,0.842105263157895,1,0.157894736842105,0.684210526315789,0.105263157894737,0.894736842105263,0.736842105263158,0.473684210526316,1,0,0.263157894736842,0.894736842105263,19,20,345,0.0550724637681159
"tombouctou_tombouctou",0,0.133333333333333,0.4,0.4,0.666666666666667,0.533333333333333,0.266666666666667,0.933333333333333,0.266666666666667,0.733333333333333,0.466666666666667,0.133333333333333,0,0,0.533333333333333,0.266666666666667,15,15,124,0.120967741935484
